Level,Degree,Term,coursename,courseID,courseType,credithours,grade
G,MSBI,2,Classical Music Appreciation,CLA429,Minor,1,92
G,MSBI,2,Theatre History,THE352,Minor,1,76
G,MSBI,2,Photography,PHO976,Minor,1,94
G,MSBI,3,Structural Biology,STR107,Major,2,99
G,MSBI,3,Molecular Biology,MOL267,Major,1,77
G,MSBI,3,Plant Physiology,PLA523,Major,2,92
G,MSBI,3,Environmental Biology,ENV664,Major,4,83
G,MSBI,3,Bioethics,BIO694,Major,2,94
G,MSBI,3,Medical Microbiology,MED119,Major,1,86
G,MSBI,3,Plant Biology,PLA297,Major,2,90
G,MSBI,3,Computational Biology,COM449,Major,1,84
G,MSBI,3,Biology of Aging,BIO789,Major,2,80
G,MSBI,3,Developmental Biology,DEV139,Major,3,94
G,MSBI,3,Biotechnology,BIO152,Major,4,79
G,MSBI,3,Ecology,ECO305,Major,3,87
G,MSBI,4,Bioinformatics,BIO702,Major,4,88
G,MSBI,4,Biotechnology in Agriculture,BIO969,Major,3,92
G,MSBI,4,Microbiology,MIC325,Major,4,90
G,MSBI,4,Stem Cell Biology,STE367,Major,3,85
G,MSBI,4,General Biology,GEN483,Major,1,91
G,MSBI,4,Microbial Ecology,MIC269,Major,2,77
G,MSBI,4,Cancer Biology,CAN283,Major,3,90
U,BSBI,1,Microbial Ecology,MIC592,Major,3,83
U,BSBI,1,General Biology,GEN109,Major,2,99
U,BSBI,1,Molecular Biology,MOL667,Major,1,83
U,BSBI,1,Systems Biology,SYS651,Major,2,85
U,BSBI,1,Plant Physiology,PLA283,Major,4,95
U,BSBI,1,Pharmacology,PHA220,Major,4,98
U,BSBI,1,Music Therapy,MUS123,Minor,1,92
U,BSBI,2,Genomics,GEN618,Major,4,84
U,BSBI,2,Biological Chemistry,BIO199,Major,2,83
U,BSBI,2,Biochemistry,BIO738,Major,1,77
U,BSBI,2,Physiology,PHY790,Major,1,89
U,BSBI,2,Investment Theory,INV904,Minor,4,86
U,BSBI,2,Nuclear Physics,NUC770,Minor,3,87
U,BSBI,3,Plant Biology,PLA782,Major,1,96
U,BSBI,3,Human Anatomy,HUM867,Major,3,94
U,BSBI,3,Structural Biology,STR217,Major,4,99
U,BSBI,3,Genetic Engineering,GEN367,Major,1,91
U,BSBI,3,Bioengineering,BIO637,Major,1,95
U,BSBI,3,Marine Biology,MAR619,Major,4,93
U,BSBI,3,Aircraft Maintenance,AIR633,Minor,2,95
U,BSBI,4,Medical Microbiology,MED283,Major,2,95
U,BSBI,4,Cell Biology,CEL912,Major,1,86
U,BSBI,4,Environmental Biology,ENV333,Major,2,95
U,BSBI,5,Forensic Biology,FOR372,Major,2,76
U,BSBI,5,Biophysics,BIO919,Major,2,82
U,BSBI,5,Endocrinology,END289,Major,3,84
U,BSBI,5,Economics of Technology,ECO665,Minor,3,85
U,BSBI,5,Jazz Studies,JAZ596,Minor,1,89
U,BSBI,6,Bioinformatics,BIO563,Major,4,91
U,BSBI,6,Development Economics,DEV200,Minor,4,82
U,BSBI,6,Choral Conducting,CHO197,Minor,3,94
U,BSBI,7,Microbiology,MIC959,Major,2,95
U,BSBI,7,Neurobiology,NEU379,Major,4,98
U,BSBI,7,Ecology,ECO191,Major,1,88
U,BSBI,7,Evolutionary Ecology,EVO989,Major,1,75
U,BSBI,7,Biotechnology in Agriculture,BIO649,Major,1,94
U,BSBI,7,Biology of Aging,BIO770,Major,2,96
U,BSBI,7,Molecular Genetics,MOL601,Major,1,87
U,BSBI,8,Computational Biology,COM271,Major,4,89
U,BSBI,8,Animal Behavior,ANI512,Major,4,78
